x,y,z
-0.0010000000000000009,0.0,-0.0009999999999998899
-0.0010000000000000009,0.0,0.0
-0.0010000000000000009,-0.0010000000000000009,0.0020000000000000018
0.0,0.0,0.0010000000000000009
0.0,0.0,0.0010000000000000009
-0.0010000000000000009,0.0009999999999999992,-0.0009999999999998899
0.0,-0.0010000000000000009,0.0010000000000000009
0.0,-0.0010000000000000009,-0.0009999999999998899
-0.0010000000000000009,0.0009999999999999992,0.0020000000000000018
-0.0010000000000000009,0.0,0.0010000000000000009
-0.0010000000000000009,-0.002,0.0020000000000000018
0.0010000000000000009,-0.0010000000000000009,0.0
-0.0010000000000000009,-0.0010000000000000009,-0.0009999999999998899
-0.0010000000000000009,0.0,-0.0009999999999998899
-0.0020000000000000018,0.0009999999999999992,0.0010000000000000009
-0.0010000000000000009,-0.0010000000000000009,0.0020000000000000018
-0.0010000000000000009,0.0,0.0
-0.0010000000000000009,0.0,-0.0019999999999998908
-0.0010000000000000009,-0.0010000000000000009,-0.0009999999999998899
0.0,0.0,-0.0009999999999998899
0.0,0.0,0.0020000000000000018
-0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009
-0.0010000000000000009,-0.0010000000000000009,-0.0009999999999998899
-0.0010000000000000009,-0.0010000000000000009,0.0
-0.0010000000000000009,-0.002,-0.0019999999999998908
-0.0030000000000000027,-0.003000000000000001,-0.0009999999999998899
-0.0030000000000000027,-0.004,0.0
-0.0040000000000000036,-0.004,0.0
-0.0040000000000000036,-0.003000000000000001,0.0010000000000000009
-0.0040000000000000036,-0.004,0.0010000000000000009
-0.0040000000000000036,-0.002,0.0050000000000000044
-0.0040000000000000036,-0.004,0.0
-0.0030000000000000027,-0.003000000000000001,0.0010000000000000009
-0.0030000000000000027,-0.003000000000000001,0.0010000000000000009
-0.0020000000000000018,-0.003000000000000001,-0.0019999999999998908
-0.0030000000000000027,-0.003000000000000001,0.0020000000000000018
-0.0050000000000000044,-0.003000000000000001,0.0030000000000000027
-0.0050000000000000044,-0.003000000000000001,0.0020000000000000018
-0.0050000000000000044,-0.003000000000000001,0.0020000000000000018
-0.0030000000000000027,-0.004,0.0
-0.0040000000000000036,-0.005,0.0010000000000000009
-0.0040000000000000036,-0.002,0.0030000000000000027
-0.0040000000000000036,-0.003000000000000001,0.0050000000000000044
-0.0050000000000000044,-0.003000000000000001,0.0010000000000000009
-0.0040000000000000036,-0.004,0.0030000000000000027
-0.0050000000000000044,-0.003000000000000001,-0.0009999999999998899
-0.0050000000000000044,-0.004,0.0020000000000000018
-0.0040000000000000036,-0.005,0.0
-0.0040000000000000036,-0.002,0.0030000000000000027
-0.0040000000000000036,-0.002,0.0
-0.0040000000000000036,-0.002,0.0010000000000000009
-0.0040000000000000036,-0.002,0.0
-0.007000000000000006,-0.005,0.0
-0.007000000000000006,-0.007,0.0020000000000000018
-0.007000000000000006,-0.006,0.0050000000000000044
-0.009000000000000008,0.0009999999999999992,-0.0009999999999998899
-0.0020000000000000018,-0.008,-0.0009999999999998899
0.0020000000000000018,-0.006,-0.0039999999999998925
0.0010000000000000009,-0.008,-0.0009999999999998899
-0.0010000000000000009,-0.01,-0.0029999999999998916
-0.0010000000000000009,-0.009000000000000001,-0.0019999999999998908
0.0010000000000000009,-0.008,0.0
-0.0010000000000000009,-0.01,-0.0039999999999998925
0.0,-0.008,0.0
-0.0010000000000000009,-0.009000000000000001,0.0
-0.0010000000000000009,-0.008,-0.0009999999999998899
-0.0010000000000000009,-0.008,0.0
-0.0010000000000000009,-0.009000000000000001,-0.0009999999999998899
-0.0010000000000000009,-0.008,0.0
0.0,-0.008,-0.0009999999999998899
0.0,-0.008,-0.0029999999999998916
-0.0010000000000000009,-0.007,-0.0009999999999998899
0.0,-0.008,0.0010000000000000009
-0.0010000000000000009,-0.01,-0.0019999999999998908
-0.0010000000000000009,-0.01,-0.0009999999999998899
0.0,-0.009000000000000001,-0.0019999999999998908
0.0,-0.009000000000000001,0.0
0.0,-0.008,0.0
0.0,-0.009000000000000001,-0.0019999999999998908
0.0010000000000000009,-0.009000000000000001,0.0
-0.0010000000000000009,-0.008,-0.0009999999999998899
0.0010000000000000009,-0.009000000000000001,0.0010000000000000009
-0.0010000000000000009,-0.01,-0.0019999999999998908
0.0010000000000000009,-0.009000000000000001,-0.0019999999999998908
-0.0010000000000000009,-0.01,0.0010000000000000009
0.0,-0.009000000000000001,-0.0009999999999998899
0.0,-0.008,-0.0009999999999998899
-0.0020000000000000018,-0.007,0.0010000000000000009
0.0010000000000000009,-0.009000000000000001,0.0
0.0010000000000000009,-0.007,-0.0009999999999998899
-0.0010000000000000009,-0.008,0.0030000000000000027
0.0,-0.009000000000000001,0.0010000000000000009
-0.0010000000000000009,-0.007,-0.0019999999999998908
0.0010000000000000009,-0.008,-0.0009999999999998899
-0.0010000000000000009,-0.008,0.0
0.0,-0.009000000000000001,0.0
0.0,-0.008,-0.0009999999999998899
0.0,-0.008,0.0
0.0,-0.008,0.0
-0.0010000000000000009,-0.006,-0.0009999999999998899
-0.0010000000000000009,-0.009000000000000001,0.0010000000000000009
-0.0010000000000000009,-0.008,-0.0009999999999998899
0.0,-0.009000000000000001,0.0010000000000000009
0.0010000000000000009,-0.007,-0.0029999999999998916
0.0,-0.008,0.0
0.0,-0.01,-0.004999999999999893
0.0,-0.008,0.0
0.0,-0.009000000000000001,0.0020000000000000018
0.0,-0.007,-0.0019999999999998908
0.0010000000000000009,-0.008,0.0
0.0010000000000000009,-0.008,-0.0009999999999998899
0.0010000000000000009,-0.007,-0.0009999999999998899
0.0,-0.0010000000000000009,0.0
-0.0020000000000000018,-0.0010000000000000009,0.0010000000000000009
-0.0010000000000000009,0.0,0.0010000000000000009
-0.0030000000000000027,0.0,0.0
-0.0010000000000000009,0.0,0.0
-0.0010000000000000009,-0.0010000000000000009,0.0020000000000000018
0.0,0.0,0.0010000000000000009
-0.0020000000000000018,0.0,0.0
-0.0030000000000000027,0.0,0.0010000000000000009
-0.0020000000000000018,0.0,0.0010000000000000009
-0.0030000000000000027,-0.0010000000000000009,0.0010000000000000009
0.0,0.0,0.0
0.0,-0.0010000000000000009,0.0
-0.0020000000000000018,0.0,0.0020000000000000018
0.0,0.0020000000000000018,-0.0030000000000000027
-0.0020000000000000018,-0.0010000000000000009,0.0
-0.0020000000000000018,-0.0010000000000000009,0.0010000000000000009
-0.0020000000000000018,-0.0010000000000000009,0.0020000000000000018
-0.0010000000000000009,-0.0010000000000000009,0.0
-0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009
-0.0010000000000000009,-0.0020000000000000018,-0.0010000000000000009
-0.0030000000000000027,0.0,0.0
0.0,0.0,0.0
-0.0020000000000000018,-0.0010000000000000009,0.0020000000000000018
-0.0020000000000000018,-0.0010000000000000009,0.0010000000000000009
-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009
-0.0010000000000000009,0.0,0.0010000000000000009
-0.0020000000000000018,-0.0010000000000000009,0.0
-0.0020000000000000018,-0.0010000000000000009,0.0
-0.0010000000000000009,0.0,0.0
-0.0020000000000000018,-0.0010000000000000009,0.0020000000000000018
-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009
0.0,-0.0010000000000000009,0.0
-0.0010000000000000009,-0.0010000000000000009,0.0
-0.0020000000000000018,-0.0020000000000000018,0.0010000000000000009
0.0,0.0010000000000000009,0.0020000000000000018
-0.0020000000000000018,-0.0010000000000000009,0.0
-0.0020000000000000018,-0.0020000000000000018,0.0010000000000000009
-0.0010000000000000009,0.0,-0.0010000000000000009
-0.0010000000000000009,0.0,0.0
0.0,-0.0010000000000000009,0.0010000000000000009
-0.0010000000000000009,0.0,0.0010000000000000009
-0.0010000000000000009,0.0,0.0
-0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009
0.0,0.0010000000000000009,0.0
-0.0020000000000000018,-0.0010000000000000009,0.0020000000000000018
-0.0010000000000000009,-0.0020000000000000018,0.0
-0.0020000000000000018,0.0,0.0020000000000000018
-0.0020000000000000018,-0.0010000000000000009,0.0010000000000000009
-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009
-0.0030000000000000027,0.0020000000000000018,0.0050000000000000044
-0.0030000000000000027,-0.0010000000000000009,0.0020000000000000018
-0.0010000000000000009,-0.0020000000000000018,-0.0010000000000000009
-0.0020000000000000018,0.0,-0.0020000000000000018
-0.0020000000000000018,-0.0010000000000000009,0.0010000000000000009
-0.0010000000000000009,-0.0010000000000000009,0.0
-0.0010000000000000009,0.0010000000000000009,-0.0050000000000000044
0.0,-0.0010000000000000009,0.0020000000000000018
-0.0020000000000000018,0.0,0.0010000000000000009
0.0020000000000000018,0.0030000000000000027,0.0030000000000000027
-0.0010000000000000009,-0.0010000000000000009,0.0020000000000000018
-0.0010000000000000009,0.0010000000000000009,0.0030000000000000027
-0.0010000000000000009,0.0020000000000000018,0.0010000000000000009
-0.0020000000000000018,0.0,0.0
-0.0010000000000000009,0.0010000000000000009,0.0
-0.0030000000000000027,0.0,0.0010000000000000009
-0.0030000000000000027,-0.0010000000000000009,0.0010000000000000009
-0.0010000000000000009,-0.0010000000000000009,0.0030000000000000027
-0.0010000000000000009,-0.0010000000000000009,0.0
-0.0020000000000000018,0.0,0.0010000000000000009
-0.0010000000000000009,-0.0030000000000000027,0.0020000000000000018
-0.0030000000000000027,0.0020000000000000018,0.0
-0.0020000000000000018,0.0010000000000000009,0.0010000000000000009
-0.0020000000000000018,0.0010000000000000009,0.0010000000000000009
-0.0030000000000000027,-0.0010000000000000009,0.0
-0.0030000000000000027,0.0010000000000000009,0.0
-0.0030000000000000027,0.0020000000000000018,0.0020000000000000018
-0.0020000000000000018,0.0010000000000000009,-0.0010000000000000009
-0.0030000000000000027,0.0,0.0010000000000000009
-0.0030000000000000027,-0.0020000000000000018,0.0020000000000000018
-0.0020000000000000018,0.0,0.0010000000000000009
-0.0030000000000000027,-0.0010000000000000009,0.0020000000000000018
-0.0030000000000000027,0.0,0.0010000000000000009
-0.0020000000000000018,0.0,0.0
-0.0030000000000000027,0.0010000000000000009,0.0010000000000000009
-0.0030000000000000027,0.0010000000000000009,0.0
-0.0030000000000000027,0.0,0.0020000000000000018
-0.0020000000000000018,0.0,0.0020000000000000018
-0.0020000000000000018,-0.0020000000000000018,0.0040000000000000036
-0.0030000000000000027,-0.0010000000000000009,0.0
-0.0030000000000000027,0.0,0.0010000000000000009
-0.0020000000000000018,0.0010000000000000009,0.0
-0.0010000000000000009,0.0010000000000000009,-0.0010000000000000009
-0.0020000000000000018,0.0010000000000000009,0.0010000000000000009
-0.0020000000000000018,0.0010000000000000009,0.0
-0.0020000000000000018,0.0010000000000000009,0.0030000000000000027
-0.0030000000000000027,0.0,0.0020000000000000018
-0.0010000000000000009,0.0010000000000000009,0.0030000000000000027
-0.0040000000000000036,0.0,0.0010000000000000009
-0.0030000000000000027,0.0,0.0010000000000000009
-0.0030000000000000027,0.0010000000000000009,0.0010000000000000009
-0.0040000000000000036,0.0,0.0010000000000000009
-0.0030000000000000027,0.0,0.0020000000000000018
-0.0040000000000000036,0.0010000000000000009,0.0020000000000000018
-0.0020000000000000018,0.0020000000000000018,0.0
-0.0040000000000000036,0.0,0.0010000000000000009
-0.0050000000000000044,0.0,0.0020000000000000018
-0.0020000000000000018,-0.0020000000000000018,0.0010000000000000009
-0.0040000000000000036,0.0,0.0040000000000000036
-0.0030000000000000027,0.0010000000000000009,0.0020000000000000018
-0.0020000000000000018,0.0010000000000000009,0.0010000000000000009
-0.0020000000000000018,0.0,-0.0010000000000000009
-0.0010000000000000009,0.0,0.0
-0.0010000000000000009,0.0020000000000000018,0.0010000000000000009
-0.0020000000000000018,0.0010000000000000009,0.0010000000000000009
-0.0030000000000000027,0.0,0.0010000000000000009
-0.0020000000000000018,0.0030000000000000027,0.0010000000000000009
-0.0020000000000000018,0.0030000000000000027,0.0020000000000000018
-0.0020000000000000018,0.0020000000000000018,0.0020000000000000018
-0.0030000000000000027,0.0030000000000000027,0.0020000000000000018
-0.0010000000000000009,0.0,-0.0030000000000000027
-0.0010000000000000009,-0.0020000000000000018,-0.0030000000000000027
-0.0010000000000000009,0.0010000000000000009,-0.0030000000000000027
-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018
-0.0030000000000000027,-0.0020000000000000018,-0.0020000000000000018
-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009
-0.0020000000000000018,0.0,-0.0010000000000000009
-0.0030000000000000027,0.0,-0.0010000000000000009
-0.0020000000000000018,-0.0010000000000000009,-0.0010000000000000009
-0.0020000000000000018,-0.0010000000000000009,-0.0030000000000000027
-0.0020000000000000018,-0.0010000000000000009,-0.0040000000000000036
0.0,-0.0030000000000000027,-0.0020000000000000018
0.0,-0.0010000000000000009,-0.0010000000000000009
-0.0010000000000000009,0.0,-0.0030000000000000027
0.0,-0.0020000000000000018,-0.0030000000000000027
-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018
0.0,-0.0020000000000000018,-0.0010000000000000009
-0.0010000000000000009,-0.0020000000000000018,-0.0020000000000000018
-0.0010000000000000009,-0.0010000000000000009,-0.0020000000000000018
-0.0010000000000000009,0.0,-0.0010000000000000009
-0.0040000000000000036,-0.0010000000000000009,-0.0020000000000000018
-0.0040000000000000036,-0.0020000000000000018,-0.0040000000000000036
-0.0020000000000000018,-0.0020000000000000018,-0.0010000000000000009
-0.0030000000000000027,-0.0010000000000000009,-0.0020000000000000018
-0.0020000000000000018,-0.0030000000000000027,-0.0030000000000000027
0.0,-0.0020000000000000018,0.0040000000000000036
-0.0010000000000000009,0.0,-0.0030000000000000027
-0.0030000000000000027,-0.0020000000000000018,-0.0020000000000000018
-0.0040000000000000036,-0.0010000000000000009,-0.0030000000000000027
-0.0020000000000000018,-0.0020000000000000018,-0.0030000000000000027
-0.0030000000000000027,-0.0010000000000000009,-0.0020000000000000018
-0.0010000000000000009,0.0,-0.0030000000000000027
-0.0020000000000000018,0.0,-0.0020000000000000018
-0.0030000000000000027,-0.0020000000000000018,-0.0020000000000000018
-0.0030000000000000027,-0.0010000000000000009,-0.0030000000000000027
-0.0030000000000000027,0.0,-0.0040000000000000036
-0.0020000000000000018,0.0,-0.0010000000000000009
-0.0030000000000000027,-0.0020000000000000018,-0.0050000000000000044
-0.0020000000000000018,0.0,0.0
-0.0040000000000000036,-0.0010000000000000009,-0.0020000000000000018
-0.0030000000000000027,-0.0030000000000000027,-0.0020000000000000018
-0.0010000000000000009,-0.0010000000000000009,0.0
-0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009
-0.0020000000000000018,0.0010000000000000009,-0.0010000000000000009
-0.0020000000000000018,-0.0010000000000000009,-0.0010000000000000009
-0.0010000000000000009,-0.0020000000000000018,-0.0010000000000000009
-0.0040000000000000036,-0.0030000000000000027,-0.0010000000000000009
-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018
-0.0010000000000000009,0.0,-0.0020000000000000018
-0.0010000000000000009,-0.0010000000000000009,-0.0020000000000000018
-0.0020000000000000018,0.0010000000000000009,-0.0040000000000000036
-0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009
-0.0040000000000000036,-0.0010000000000000009,-0.0020000000000000018
-0.0020000000000000018,0.0,-0.0020000000000000018
-0.0020000000000000018,0.0,-0.0030000000000000027
-0.0020000000000000018,0.0010000000000000009,-0.0020000000000000018
-0.0020000000000000018,0.0,-0.0020000000000000018
-0.0020000000000000018,-0.0010000000000000009,-0.0010000000000000009
-0.0040000000000000036,-0.0020000000000000018,-0.0030000000000000027
-0.0020000000000000018,-0.0020000000000000018,-0.0030000000000000027
-0.0020000000000000018,-0.0010000000000000009,-0.0020000000000000018
-0.0020000000000000018,-0.0010000000000000009,-0.0030000000000000027
-0.0020000000000000018,0.0,-0.0010000000000000009
-0.0020000000000000018,0.0,0.0
-0.0030000000000000027,-0.0020000000000000018,-0.0030000000000000027
-0.0040000000000000036,-0.0010000000000000009,-0.0020000000000000018
-0.0030000000000000027,-0.0010000000000000009,-0.0030000000000000027
-0.0010000000000000009,-0.0020000000000000018,-0.0020000000000000018
-0.0020000000000000018,-0.0010000000000000009,-0.0020000000000000018
-0.0030000000000000027,-0.0010000000000000009,-0.0020000000000000018
-0.0020000000000000018,0.0,-0.0020000000000000018
-0.0030000000000000027,-0.0010000000000000009,-0.0020000000000000018
-0.0030000000000000027,-0.0010000000000000009,-0.0030000000000000027
-0.0030000000000000027,0.0,-0.0020000000000000018
